,german,italian,chineese,spanish,french
937,i had two injections in my feet yesterday 52214 the doctor said to watch my blood sugar closely as the injections could cause a spike in my blood levels i started having memory problems last night after an mri and then this morning and today at lunch 52314 my blood sugar was 427 i have been reading my journals on diabetes have looked up several things on medline plus and have tried to get in touch with two of my doctors who might be able to help everyone is busy and i understand that completely i just need to know what i can do if anything to get my blood sugar down asap thank you Name Contact,yesterday i had two shots in my feet 52214 the doctor said to watch my blood sugar carefully because the shots might cause my blood count to go up i started having memory problems last night after an mri and then this morning and at noon today 52314 my blood count was 427 i read my diabetes magazines found several things on medline plus and tried to get in touch with two of my doctors who might be able to help me they are all busy and i totally understand i just need to know what i can do if anything to get my blood sugar down as fast as possible thanks name contact,"I had two injections 52214 in my foot yesterday and the doctor said to watch my blood sugar carefully because the injections may raise my blood counts, I started having memory problems after the MRI last night and then this morning and noon 52314 my blood counts have been at 427 I have read the magazines on diabetes, looked up some stuff on medline plus, and tried to contact both of my doctors who may be able to help, everyone is busy and I completely understand, I just want to know what I can do to get my blood sugars down as soon as possible, thanks Name Contact","Yesterday February 5th 2014 I had two injections in my feet. The doctor told me to watch my blood sugar carefully because the injections could cause my blood counts to go up. I started having memory problems last night after an MRI and then this morning and as of noon today February 5th 2014 my count has been 427. I have read my diabetes magazines, looked up various things on Medline Plus and tried to contact two of my doctors who might be able to help. They are all busy and I completely understand that. I just need to know what I can do to lower my blood sugar as quickly as possible. Thank you. Name. Contact.",
939,"does one of these help with keloids of the skin, what helps with keloids<PAD><PAD><PAD><PAD><PAD>",one of these helps with skin keloids what would help keloids<PAD><PAD><PAD><PAD><PAD>,,Do any of these help with skin keloids? What would help with keloids?<PAD><PAD><PAD><PAD><PAD>,do any of these products help with skin keloids? What might help with keloids?<PAD><PAD><PAD><PAD><PAD>
940,"Project Hi, my name is Name and I'm doing a school project on leukaemia and I was wondering if you could please answer some of my questions. 1 What causes leukaemia cancer? 2 Can you survive leukaemia? 3 How does leukaemia affect your body? 4 Is leukaemia hereditary? 5 What is advanced leukaemia? 6 How long can someone with leukaemia be expected to live? 7 Can you tell if you have leukaemia? 8 What treatments do you need to have? 9 What are the signs of leukaemia? 10 What is the difference between AML and CML?",project hello my name is name and i am doing a school project on leukemia and i was wondering if you could answer some of my questions please1 what causes leukemia cancer2 can you survive leukemia3 how leukemia affects your body4 is leukemia hereditary5 what is advanced leukemia6 how long can someone with leukemia expect to live7 can you tell if you have leukemia8 what treatments do you have9 what are the signs of leukemia10 what is the difference between acute myeloid leukemia (AML) and chronic myeloid leukemia (CML),"ProjectHi, my name is name and I'm doing a school project about leukemia and I was wondering if you could answer some of my questions1 What causes leukemia cancer2 Can you survive leukemia3 How does leukemia affect your body4 Is leukemia hereditary5 What is advanced leukemia6 How long can someone with leukemia live7 Can you tell if you have leukemia8 What treatments do you need9 What are the symptoms of leukemia10 What is the difference between AML and CML","Hi, my name is Name and I'm doing a school project on leukemia and I was wondering if you could answer some of my questions please. 1. What causes leukemia cancer? 2. Can you survive leukemia? 3. How does leukemia affect your body? 4. Is leukemia hereditary? 5. What is advanced leukemia? 6. How long can someone expect to live with leukemia? 7. Can you tell if you have leukemia? 8. What treatments do you need to take? 9. What are the signs of leukemia? 10. What is the difference between acute myeloid leukemia and chronic myeloid leukemia?",
941,"In 2006/2007 I underwent Hepatitis C treatment with Ribavirin and Interferon at the on-site Vamc. My viral load was undetectable immediately after treatment. I continued the treatment faithfully and in pain for 4 months. At the end of the treatment my viral load was still detectable. I was considered successful. When I came back for a check-up after 6 months, it turned out that my HCV had relapsed. Now I want to know what treatments are available to me now. I have heard about these new miracle cures that were approved last year and I want to be treated again. Please send me any information you have about these new treatments.","in 2006-2007 at the onsite VAMC I was on treatment for Hepatitis C using ribavirin and interferon, my viral load was immediately undetectable to the bot, I continued treatment faithfully and painfully for 4 months, when finally my viral load was still undetectable, I was considered a success when I returned after 6 months for a check up it was discovered that my HCV had relapsed, now I want to know what treatments are now available for me, I have heard about these new miracle cures that were approved last year and I want to be re-treated, please send me any information you have on these new tr","I was treated for hepatitis c at vamc in 2006-2007 with ribavirin and interferon, my viral load was undetectable right after treatment, I stayed on treatment for 4 months and was still miserable, at eot my viral load was still manageable and I was considered a success, 6 months later when I came back for a checkup I found out my hepatitis c had returned, now I would like to know what treatments are available now, I heard there are some new amazing treatments approved last year and I would like to go back on treatment, please send me all the info on these new treatments",In 2006-2007 at the vamc on location i went through hepatitis c treatment with ribavirin and interferon my viral load was undetectable immediately on the bot i continued on the treatment faithfully and painfully for 4 months when on the eot my viral load was still actionable it was considered a success when i went back after 6 months for a check up it was found that my hcv had relapsed now i want to know what treatments are now available to me i heard of these new wonderful cures that have been approved last year and i want to be treated again please send me all the information you have on these new treatments,in 20062007 at vamc at the place i followed the treatment for hepatitis c using ribavirin and interferon my viral load was undetectable immediately at the bot i continued the treatment faithfully and painfully for 4 months when at the end my viral load was still undetectable i was considered a success when i came back after 6 months for a check up it was found that my hcv had relapsed now i want to know what treatments are now available for me i hear about these new miracle cures that have been approved in the last year and i want to be retired please send me any information you have on these new tr
942,I work at the airport and come into contact with hundreds of people every day. I want to be sure that I am not putting anyone at risk of shingles. When will it be safe for me to go back to work?,I work at the airport and come into contact with hundreds of people a day. I want to make sure I don't expose people to shingles. When will it be safe for me to return to work?,I work at an airport and come into contact with hundreds of people every day. I want to make sure I don't pass my shingles to others. When can I safely go back to work?,,I work at the airport and come into contact with hundreds of people a day. I want to make sure I don't expose people to shingles. When can I safely return to work?
943,I am 37 years old and I am suffering from loss of appetite and lack of appetite. I only have anxiety and heartburn. Please suggest me something to solve my problem.,"I am 37 years old and I suffer from low hunger, loss of appetite and no desire to eat, I just have a little anxiety and some heartburn problem, please suggest me something to solve my problem",,I am 37 years old and I am suffering from lack of appetite and I don't feel like eating. I just have a state of anxiety and some heartburn problems. Please suggest something to solve my problem.,"I am 37 years old and I am suffering from lack of appetite, loss of appetite and lack of desire to eat. I only have anxiety and heartburn problems. Please suggest me something to solve my problem."
950,clinicaltrialsgov Question General Information My granddaughter was born with Klippel-Tranaunay syndrome. There is very little information about it. We are looking for current research and available treatment options. She is now 5 months old and her leg seems to be the most affected. We want to help her fight the symptoms and manage her condition as quickly as possible.,,,,Question on ClinicalTrialsgov General information My granddaughter was born with Klippel-Tranaunay syndrome. There is very little information about it. We are researching the current research and treatments available. She is now 5 months old and her leg seems to be the most affected. We want to help her as soon as possible to treat the symptoms and treat her condition.
952,I am looking for the latest evidence-based guidelines for the assessment and treatment of alcohol and opiate withdrawal. Thanks,I am looking for the latest evidence-based guidelines for the assessment and treatment of alcohol and opioid withdrawal thanks,I am looking for the latest evidence-based practice guidelines on the assessment and treatment of alcohol and opioid withdrawal. Thanks,I am looking for the latest evidence-based practices on guidelines for assessing and treating alcohol and opioid withdrawal. Thank you.,I am looking for the latest evidence-based practices regarding guidelines for the assessment and treatment of alcohol and opiate withdrawal. Thank you
953,"Hi, I am looking for information on the above mentioned genetic disorder of myostatin-related muscle hypertrophy. Can you refer me to a hospital or other genetic research facility that may be doing research on this genetic disorder?","Hi, I am looking for information regarding the above genetic condition of myostatin related muscle hypertrophy. Can you recommend a hospital or other genetic research institute that might be researching this genetic condition?","Hi, I am looking for information related to the above mentioned myostatin related muscle hypertrophy genetic disease. Can you tell me which hospital or other genetic research institute may be studying this genetic disease?","Hello, I am looking for information related to the genetic condition of myostatin-related muscle hypertrophy mentioned above. Can you please direct me to a hospital or other genetic research institution that may be conducting research on this genetic condition?","Hello, I am looking for information related to the above genetic disease Myostatin-Related Muscular Hypertrophy. Can you direct me to a hospital or other genetic research institute that might be researching this genetic disease?"
954,"my wife suffered from it, how can it be treated<PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD>",my wife suffered from this how can this be cured<PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD>,,My wife has suffered from this how can I treat this?<PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD>,"my wife suffered from this, how can i treat this<PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD>"
957,"Dear Sir, I would like to draw your attention to a serious matter: My mother is suffering from LGMD, so I would like to request you for all possible assistance in treating this disease. My email ID is: Contact",,,,
959,I can't use the website. I want to find a doctor who specializes in burning mouth syndrome. This can be the case in many specialties. I don't understand how to do this on your website.,"I can't use the site, I would like to find a doctor who specializes in burning mouth syndrome and it could be in many specialties, I can't figure out how to do it on your website",,,
961,Send me information about heart failure<PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD>,,Send me information about heart failure<PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD>,Send me information about heart failure<PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD>,send me information about heart failure<PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD>
962,"Kartagener Syndrome I suffer from Kartagener Syndrome and wanted information from you or the doctor about this syndrome, about fertility and if possible other symptoms. Thank you.",,"kartageners syndrome I have kartageners syndrome and would like to know from you or the doctor about fertility in this syndrome and if possible also other symptoms, thanks","Kartageners Syndrome I have Kartageners syndrome and I would like some information from you or your doctor about this syndrome, fertility and, if possible, other symptoms. Thank you.",
965,"hello, my name is Name and I am in year 11. I am currently doing a research topic on obesity and I was wondering if you could answer a few questions. I would be very grateful if you could thank you. 1What? Who is responsible for obesity? 2Do you think a tax on junk food will reduce the number of obese people? Why or why not? 3How can we prevent obesity? 4What are the benefits of 30 minutes of exercise a day and eating a healthy diet? 5Should the government get more involved in fighting obesity? Why or why not? 6What is the most important thing we should eat?","Hi, my name is Name and I am a third year high school student. I am currently doing research on obesity and I was wondering if you could answer a few questions. I would be very grateful if you could. Thank you. 1. Who is to blame for obesity? 2. Do you think taxing junk food will reduce the number of obese people? Why or why not? 3. How can we prevent obesity? 4. What are the benefits of exercising 30 minutes a day and eating healthy? 5. Should the government be more involved in helping to stop obesity? Why or why not? 6. What is the most important thing we should be eating?","Hi, my name is name, I am a junior in high school, I am currently doing a research project on obesity and was wondering if you could answer a few questions for me, I would be grateful if you could. 1 Who is to blame for obesity? 2 Do you think taxing junk food would reduce the number of obese people? Why or why not? 3 How can we prevent obesity? 4 What are the benefits of exercising for 30 minutes a day and eating a healthy diet? 5 Should the government be more involved in helping to stop obesity? Why or why not? 6 What is the top priority for what we should eat?","Hi, my name is name and I am a junior in high school. I am currently doing a research topic on obesity and I was wondering if you could answer a few questions. I would really appreciate it if you could. Thank you. 1. Who is to blame for obesity? 2. Do you think putting a tax on junk food will reduce the amount of obese people? Why or why not? 3. How can we prevent obesity? 4. What are the benefits of getting 30 minutes of exercise a day and eating healthy? 5. Should the government be more involved in helping to stop obesity? Why or why not? 6. What is the number one thing we should be eating?",hello my name is name and i am in my first year of high school i am currently doing a research paper on obesity and i was wondering if you would be able to answer a few questions it would be greatly appreciated if you could thank you 1what is the fault of obesity 2do you think putting a tax on junk food will reduce the number of obese people why or why not 3how can we prevent obesity 4what are the benefits of doing 30 minutes of exercise a day and eating healthy 5should the government be more involved in helping to stop obesity why or why not 6what is the first thing we should eat l
966,How long does the bottle of Releev last after opening<PAD><PAD><PAD><PAD><PAD><PAD><PAD>,once opened the bottle of releev how long is it valid<PAD><PAD><PAD><PAD><PAD><PAD><PAD>,How long can releev last after opening the bottle<PAD><PAD><PAD><PAD><PAD><PAD><PAD>,,
967,"my grandfather had lens implants, now he has dry macular degeneration of the retina, he can hardly see and is looking for help",my grandfather had lens implants now he has dry macular retinal degeneration and can barely see i am looking for help,My grandfather had a lens implant and now has dry macular degeneration and can barely see and is looking for help,"My grandfather had lens implants and now has dry retinal macular degeneration, he can barely see and is looking for help.",my grandfather had lens implants now he has dry retinal macular degeneration he can barely see i am looking for help
969,"I am currently taking 20 mg of generic Adderall immediate release from your company. Does this medication contain any gluten-containing ingredients? I have celiac disease and am very sensitive to small amounts, so I am trying to make sure it is safe to take this medication. Thank you for any help. Name",,"I am currently taking your generic Adderall 20mg immediate release tablets, does this medication contain gluten, I have celiac disease and am very sensitive to small amounts of medication so I want to make sure this medication is safe to take, thanks for all your help",I am currently taking generic Adderall immediate release 20mg from your company. Does this medication have any gluten containing ingredients? I have Celiac disease and am very sensitive to small amounts so I am trying to make sure this medication is safe to take. Thanks for any help. Name,I am currently taking 20mg of your company's immediate release generic Adderall. Does this medication contain any gluten ingredients? I have celiac disease and am very sensitive to small amounts so I am trying to make sure this medication is safe to take. Thanks for any help. Name
973,"I have a fibroadenoma. My question is can it be removed without surgery. Medicines help to reduce or remove it. If I don't undergo surgery, it would be safe because surgeries are expensive here in the Philippines.","I have fibroadenoma, my question is can it be removed without surgery? Can taking medication help reduce or remove this problem, or if I didn't have surgery would it be safe because here in the Philippines surgery is expensive?","I have a fibroadenoma and my question is if it can be removed without surgery, will taking medication help reduce or remove it, or is it safe if I don’t have surgery because it’s expensive in the Philippines","I have a fibroadenoma. My question is, can it be removed without surgery? Does taking medication help shrink or remove it? Or if I don't undergo surgery, is it safe because surgery is expensive here in the Philippines.","i have fibroadenoma, my question is can it be removed without surgery? Taking medication helps to shrink or remove it. Or if i didn't have surgery is it safe because surgery is expensive here in the philippines."
974,I want to regrow my foreskin. When can I regrow my foreskin using stem cells?<PAD><PAD><PAD>,I want to regrow my foreskin when stem cells are able to regrow foreskin<PAD><PAD><PAD>,"I want to grow my foreskin again, when can stem cells grow my foreskin again<PAD><PAD><PAD>",I want my foreskin to grow back. When will stem cells be able to regenerate it?<PAD><PAD><PAD>,i want to regrow my foreskin when can stem cells regrow foreskin<PAD><PAD><PAD>
975,The injection form of methotrexate is gluten-free thanks to<PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD>,the injectable form of methotrexate is gluten-free thanks<PAD><PAD><PAD><PAD><PAD><PAD><PAD>,Is the injectable form of methotrexate gluten free? Thanks <PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD>,Is the injectable form of methotrexate gluten free? Thank you.<PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD>,is the injectable form of methotrexate gluten free thank you<PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD>
976,"Dear Sir/Madam, I am writing to you on behalf of Name who is very stressed and tense and is seeking help for her daughter. Name has a complex heart defect called Tetralogy of Fallot. She is about 7 months old and her family does not have the means to pay for her treatment to receive social assistance. Name has a very low income and lives in a rented room in Location Peru with her husband and two children. She works in Location and has taken her daughter to the Children's Hospital in Location but cannot afford the medication and treatment they require. She is desperately seeking help.",dear sirmadam I am writing to you on behalf of name who is very stressed and with a lot of tension and is looking for help for her daughter name name has a complex heart defect called tetralogy of fallot she is about 7 months old and her family does not have the resources to cover her care to get her well being name has a very low income she lives in a rented room with her husband and her two children in location peru she works in location and takes her daughter to the pediatric hospital in location but she cannot afford the medicines and care they ask for she seems desperate,"Dear Sir, I am writing to you on behalf of name, she is very stressed and nervous and wants help for her daughter name, she has a complex heart defect called Tetralogy of Fallot, she is about 7 months old, her family does not have the resources to pay for her treatment and therefore cannot receive benefits, name has a very low income and lives in a rented house in Peru with her husband and two children, she works in location and has been taking her daughter to the children's hospital in location, but she cannot afford the medicine and treatment they require, she seems desperate","Dear Sir, I am writing to you on behalf of Name who is very stressed and under a lot of tension and is looking for help for her daughter. Name has a complex heart defect called Tetralogy of Fallot, she is about 7 months old and her family does not have the resources to cover her treatment to get her social assistance. Name is on a very low income, she lives in a rented room with her husband and two children in the Peru location, she works in the location and has been taking her daughter to the children's hospital in the location but she cannot afford the medicines and treatment they are asking for, she looks desperate.",dear sir i am writing to you on behalf of name who is very stressed and with a lot of tension looking for help for her daughter name name has a complex heart defect called tetralogy of fallot she is about 7 months old and her family does not have the resources to cover her treatment in order to get her social assistance name has a very low income lives in a rented room with her husband and two children in rental peru she works in rental and she took her daughter to the children's hospital in rental but she can't afford the medication and treatment they are asking for she looks desperate
977,"I am looking for information on heat rash, specifically if it looks like a red line and what it looks like when it clears up. If information is available, I can come to the library to read printed texts or copy photos. I am available by email or phone. Contact: I am grateful for any help that may be available on this important matter.","I am looking for information specifically about heat rash, it can look like a red line and what it looks like when it resolves, if the information is available can I come to the library to read the paper text or copy the photographs, I can be contacted by email or by calling the contact I appreciate any help that can be available on this important matter","I am looking for information on heat rash, specifically does it look like a red line? How does it appear? If there is information available, I can go to a library to read hard copy text or photocopy photos, can someone contact me by email or phone, I appreciate all the help you can get on this important issue",,"I am looking for information on heat rash, especially if it can look like a red line and how it appears when it resolves. If information is available, I can come to the library to read a paper text or copy photographs. I can be reached by email or by calling the contact. I appreciate any help that may be available on this important issue."
978,have noticed an increase in intraocular pressure since I started taking rizatriptan. I understand that the medication constricts blood vessels. Can this medication cause or affect the closed or wide angle problems of the eye lens? Glacoma,I have seen my internal eye pressure increase since I started taking rizatriptan I understand that the drug narrows the blood vessels this drug can cause or affect closed or wide angle problems with the lens of the eye glaucoma,I started taking Rizatriptan and noticed an increase in intraocular pressure. I know this medication narrows the blood vessels. Can this medication cause or affect lens closure or wide angle problems?,I have noticed that the pressure inside my eye increases since I started taking rizatriptan. I understand that the medication narrows the blood vessels. Can this medication cause or affect angle closure or wide angle problems with the lens or glacoma of the eye?,I have noticed an increase in internal eye pressure since I started taking rizatriptan. I understand that the medication narrows blood vessels. Can this medication cause or affect narrow-angle or wide-angle problems with the lens of the eye?
979,"Hypothyroidism, my doctor prescribed me 5 OMCG Levothyroxene for 5 months. How do I know if this is the right dosage? I don't want to harm myself by overdosing.",hypothyroidism my doctor prescribed me levothyroxene 5omcg for 5 months how do I know if this is the right dosage I don't want to harm myself with an overdose,Hypothyroidism my doctor has me on levothyroxine 5omcg for 5 months how do i know this is the right dose i dont want to cause any harm to myself by overdosing,hypothyroidism my doctor prescribed me levothyroxene 50 mg for 5 months how do i know if this is the correct dosage i don't want to cause myself any harm by overdosing.,hypothyroidism my doctor prescribed me levothyroxene 5omcg for 5 months how do i know if this is the right dosage i don't want to hurt myself by overdosing
980,"what is the maximum time one can spend before a cerebral aneurysm causes death? Sorry, I'm using a translator because I speak and write Spanish. If you would be so kind as to send me the answer, please contact me. Thank you very much.",how much time can you spend at most before a brain aneurysm causes death sorry i am using a translator because i speak and write in spanish if they would be so kind as to send me the answer to contact me thanks,What is the maximum length of time it can take before a brain aneurysm causes death? Sorry I use a translator because I speak and write Spanish. If they are kind enough to send me an answer please contact me. Thanks.,"How long can I wait before a brain aneurysm causes my death? Sorry, I'm using a translator because I speak and write in Spanish. If you would be so kind as to send me the answer so I can contact you, thank you.",how long can you go at most before a brain aneurysm causes death sorry i use a translator as i speak and write in spanish if they would be so kind to send me the answer to contact thanks
981,A child I am supposed to work with has been diagnosed with this disease. I cannot find any information about this disease yet. Can you help me?,"a child i was asked to work with was diagnosed with this condition, so far i have been unable to find any information regarding this disease, can you help me?","A child I have been asked to care for has been diagnosed with this disease and I am currently unable to find information on this disease, can you help?",A child I was asked to work with was diagnosed with this condition. So far I have not been able to find any information on this disease. Can you help me?,A child I was asked to work with was diagnosed with this disease. I am so far unable to find any information regarding this disease. Can you help me?
983,"hey, I just wanted to know how I can try to get stem cell treatment for spinal cord injury using the stem cells I got from my newborn baby's umbilical cord tissue. If you have any information please tell me. It will help save my life.",hey just wanted to know how i can try to get stem cell treatment for spinal cord injury using stem cells i have stored from my newborn babys umbilical cord tissue. if you have any info please let me know it will help save my life.,Hey I was just wondering how I can use my stored stem cells from my new born baby umbilical cord tissue to receive stem cell treatment for spinal cord injury if you have any information please let me know you will help save my life,"Hi, I just wanted to know how I can try to get stem cell treatment for a spinal cord injury using the stem cells I have collected from my newborn baby's umbilical cord tissue. If you have any information, please let me know. You will help save my life.",Hey I just wanted to know how I can try to get stem cell treatment for spinal cord injury using the stem cells I saved from my newborn's umbilical cord tissue. If you have any information please let me know you will be helping to save my life.
984,"My 24 year old son was recently diagnosed with SPG11. After over 15 years of trying to figure out what was going on, we are already doing some of the usual treatments. My question now is how do we proceed from here to give him the best chance in life.",,"My 24 year old son was recently diagnosed with spg11 and after 15+ years of trying to figure out what the problem is, we are already doing some of the common treatments, my question is what can we do to give him the best chance of survival",,
985,"it was really helpful after reading about type 1 diabetes but I would like some more suggestions from you. My friend is 35 years old and has diabetes for a year. His blood sugar level is around 100 or 120 or so. Every time he tests his blood sugar level there are some complications. He also does exercises every 2 or 3 months and gets his blood tested and eats properly like green juice, olive oil and all that. I am waiting for your feedback. Thanks.","it was really helpful after reading about type 1 diabetes but i want more suggestions from you my friend is 35 years old and he has diabetes for a year and his sugar level is around 100 or 120 or so. Whenever he tests his sugar level, are there any complications? He also does exercises and blood test every 2 or 3 months and follows proper diet like green juice, olive oil and all. Waiting for your feedback, thanks.","After reading the article about type 1 diabetes it really helps but I hope you can give me some advice, my friend is 35 years old and has been suffering from diabetes for 1 year and every time he tests his blood sugar level his blood sugar level is around 100 or 120, is there any complications, he also does exercise and blood tests every 2 or 3 months and takes proper diet like green juice olive oil, all this waiting for your feedback, thanks","It was really helpful after reading about type 1 diabetes but I would like to get more suggestions from you. My friend is 35 years old and it has been 1 year of his diabetes and his sugar level is around 100 or 120 approx. Whenever he checks his sugar level, is there any complication? He also does exercises and blood tests every 2 or 3 months and he follows a proper diet like green juice, olive oil and all that. I look forward to your comments, thanks.","it was really helpful after reading about type 1 diabetes but i would like to have some more suggestions from you. My friend is 35 years old and he is diabetic for 1 year and his sugar level is around 100 or 120. Whenever he tests his sugar level is there any complications? He also does exercises and blood tests every 2-3 months and follows proper diet like green juice, olive oil and all, i am waiting for your feedback. Thanks"
986,"I need to start applying ciclopirox to infected toes. I know you can't use nail polish, but can I put a band-aid on once the medication dries?",,,"I need to start applying ciclopirox to my infected fingers. I know you can't use nail polish, but can I put a band-aid on once the medicine has dried?","I need to start applying ciclopirox to the infected toes, I know you can't use nail polish but can I put a bandage on once the medicine has dried"
987,about Aarskog Syndrome hello my name is name I'm 21 this year and was wondering if it's related to severe astigmatism as I have it in my left eye I have a mild form of it as I have wide set rugby shaped eyes and DNA is missing which they discovered in MRI scans I was diagnosed at birth but it seems to be still in research at the moment and since I was 18 I've been doing my own research and finding others in my area by connecting with them on Facebook I live in the area and found out there are four people with Aarskog Syndrome Thank you for your time,about aarskog syndrome hi my name is name im 21 this year and i was wondering if its related to server astigmatism as i have it in my left eye i have a mild form as i have big rugby shaped eyes and the DNA is missing which they found in the mri scans i was diagnosed when i was born but it seems its still being researched as we speak and since i turned 18 i have done my research and found other people around by contacting them on facebook i live in the area and i found out there are four people who have aarskog syndrome thanks for your time,"Hi everyone regarding aarskog syndrome, my name is name and I am 21 years old and I was wondering if it has anything to do with astigmatism because I have astigmatism in my left eye, I suffer from mild astigmatism because my eye is wide and football shaped and I am missing DNA which they found on the mri scan, I was diagnosed when I was born but it seems to be still being researched now, I have been doing my own research since I was 18 and contacting people around me through facebook, I live in this area and have found four people with aarskog syndrome, thank you for your time",about aarskog syndrome hi my name is name i am 21 this year and i was wondering if it is related to severe astigmatism as i have it in my left eye i have a mild form as my eyes are wide set and rugby shaped and i am missing DNA which they have discovered on mri scans i was diagnosed when i was born but it still seems to be under investigation as we speak and since i turned 18 i have been doing my own research and finding others around by connecting with them on facebook i live in the location and i found out there are four people who have aarskog syndrome thank you for your time,about Aarskog syndrome hello my name is name I am 21 this year and I was wondering if it was related to waiter astigmatism because I had it in my left eye I have a mild form because I have wide eyes and rugby shaped and it is missing DNA which they found in MRIs I was diagnosed when I was born but it still seems to be researched as we speak and since I was 18 I have been doing my own research and finding other people around me by connecting with them on Facebook I live in this area and I found out that there are four people with Aarskog syndrome thank you for your time
988,"GERD, I am a 72 year old woman and have diverticulosis, gastritis and esophagitis. I tried to see three different doctors today but they were all booked. I honestly don't know what to do. My chest hurts and I can barely speak.","gerd I am a 72 year old female and I suffer from diverticulosis, gastritis and esophagitis. I tried to see three different doctors today, but they were all booked. I honestly don't know what to do, my chest hurts and I can barely speak.","GERD, I am a 72 year old female with diverticular disease, gastritis and esophagitis, I have tried to see three different doctors today and they were all booked, I honestly don’t know what to do, my chest hurts so much I can barely speak",,"GERD I am a 72 year old female and I have diverticulosis, gastritis and esophagitis. I have tried to see three different doctors today but all were booked. I honestly don't know what to do. My chest hurts and I can barely talk."
989,"I injured the ankle of my left leg almost 5 months ago. I went to the doctor and had an x-ray done which showed no injuries. He prescribed painkillers and advised me to wear an ankle bracelet. I have been following the instructions since then. I went to another doctor who recommended physiotherapy with shortwave diathermy and prescribed some exercises which I am following. However, I have not completely overcome the pain yet. I feel pain especially when I try to walk fast or apply pressure with my left leg. I am very tense because of this. Can you please tell me how to overcome the pain?",i hurt my left ankle about 5 months ago i went to the doctor and had an x-ray done where no damage was found he suggested painkillers and advised me to wear an ankle brace i followed the instructions since then i went to another doctor who advised me to do physiotherapy with short wave diathermy and advised me some exercises i followed them too but now i still haven't fully recovered from the pain especially when i try to walk fast or put pressure with my left leg i feel pain i am very tense for this can you please suggest me how to overcome the pain,"About 5 months ago I injured my left ankle, I went to the doctor and took an x-ray and no damage was found, he prescribed me some painkillers and suggested me to wear an anklet, I have been following his instructions, since then I have gone to another doctor and he suggested me to go for physical therapy short wave diathermy and suggested me to do some exercises, which I have also been doing, but till now I have not recovered completely from the pain, especially when I try to walk fast or try to put pressure on my left leg, I feel pain, I am very nervous about this, can you tell me how to overcome the pain","I hurt my left leg ankle almost 5 months ago, I went to the doctor, they did an x-ray and they found no damage, he suggested me some painkillers and advised me to wear an ankle brace. I have been following the instructions since then. I went to another doctor who advised me to do physiotherapy with short wave diathermy and he recommended me some exercises which I have also been following but I am still not fully recovered from the pain especially when I try to walk fast or try to put pressure on my left leg I feel pain and I am very tense because of this. Can you please suggest me how to overcome the pain?","i injured my left leg ankle almost 5 months ago, i went to the doctor for an x-ray where no damage was found, he suggested me painkillers and advised me to wear an ankle bracelet. i followed the instructions since then i went to another doctor who advised me to go for physiotherapy, short wave diathermy and advised me some exercises which i followed too but i am still not completely recovered from the pain especially when i try to walk fast or exert pressure with my left leg i feel pain, i am very tense about it. can you please suggest me how to overcome the pain"
991,Please email me a list with 100 all ingredients Iperiomed 63 Fluoride Concentrate Mouthwash Alcohol Rinse Thank you Name,please send me a list of 100 all ingredients iperiomed 63 floride concetrate mouthwash alcohol mouthwash thanks name,Please send me a list of 100 ingredients iperiomed 63 fluoride concentrate mouthwash alcohol mouthwash thanks name,Please email me a list of all 100 ingredients iperiomed 63 fluoride concentrate mouthwash alcohol rinse thank you name,please email me a list of 100 all ingredients iperiomed 63 fluoride concentrate mouthwash alcohol mouthwash thanks name
