,spanish,french,chineese,italian,german
724,"¿Debo continuar con mi programa diario de ejercicios, andar en bicicleta, practicar softbol ocasionalmente y pasear al perro ahora que tuve un brote del virus Voster y fui tratado por un médico? Creo que cuanto más actividad muscular realizo, más dolorido y fatigado me siento, muchas gracias.","dois-je continuer mon programme d'exercice quotidien, faire du vélo, pratiquer occasionnellement le softball et promener mon chien maintenant que j'ai eu une poussée du virus Voster et que j'ai été traité par un médecin ? Je vois que plus j'effectue d'activité musculaire, plus je suis endolori et fatigué. Merci beaucoup",我现在应该继续我的日常锻炼计划吗？骑自行车，偶尔练习垒球，遛狗，现在我的沃斯特病毒又发作了，医生也给我治疗了，我发现我进行的肌肉活动越多，我就会感到越酸痛和疲劳，非常感谢,"dovrei continuare il mio programma di esercizi quotidiani, andare in bicicletta, allenarmi occasionalmente con il softball e portare a spasso il cane ora che ho avuto un'eruzione del virus Voster e sono stato curato da un medico? So che più attività muscolare svolgo, più mi sento dolorante e affaticato, grazie mille","sollte ich mein tägliches Trainingsprogramm fortsetzen, Fahrrad fahren, gelegentlich Softball trainieren und mit dem Hund spazieren gehen, jetzt, wo ich einen Ausbruch des Voster-Virus hatte und von einem Arzt behandelt wurde, weiß ich, dass ich umso mehr Schmerzen und Müdigkeit verspüre, je mehr Muskelaktivität ich ausübe, vielen Dank"
725,"¿Dónde hay un centro de rehabilitación que pueda tratar con fisioterapia la parálisis de mi hija de 29 años con síndrome de Down? Vivimos en un lugar en el que tendría que quedarme con ella durante esta terrible experiencia porque no entendería de lo contrario, nos hemos encontrado con este problema, pero tiene que haber un centro de rehabilitación dedicado a personas con discapacidades.","Où y a-t-il un centre de réadaptation qui peut traiter avec la physiothérapie la paralysie de ma fille de 29 ans atteinte de trisomie 21 ? ​​Nous vivons dans un endroit où je devrais rester avec elle tout au long de cette épreuve car elle ne comprendrait pas, sinon nous serions confrontés à ce problème, mais il doit y avoir un centre de réadaptation dédié aux personnes handicapées.",哪里有康复中心可以通过物理疗法治疗瘫痪，我 29 岁的女儿患有唐氏综合症，我们住在哪里，我必须在整个过程中陪着她，因为她不会理解，否则我们就会遇到这个问题，但必须有一个专门为残疾人服务的康复中心,"dove c'è un centro di riabilitazione che può curare con la fisioterapia la paralisi di mia figlia di 29 anni con sindrome di Down, viviamo in un posto in cui dovrei stare con lei durante questa dura prova perché altrimenti non capirebbe, ci siamo imbattuti in questo problema, ma deve esserci un centro di riabilitazione dedicato alle persone con disabilità nome","Wo gibt es eine Reha, die meine 29-jährige Tochter mit Downs-Syndrom mit Physiotherapie von Lähmungen behandeln kann? Wir leben in einer Gegend, in der ich während dieser Tortur bei ihr bleiben müsste, da sie es sonst nicht verstehen würde. Wir sind auf dieses Problem gestoßen, aber es muss eine Reha geben, die sich auf Menschen mit Behinderungen spezialisiert hat."
726,Tengo un resfriado y ahora el tímpano izquierdo está bloqueado desde hace tres semanas. Tomo amoxicilina trihidrato tres veces al día y también apomometasona en aerosol una vez al día. Llevo cinco días tomando medicación y no he mejorado.,"j'ai un rhume et maintenant le tympan gauche est bouché depuis trois semaines, je prends maintenant de l'amoxicilline trihydratée trois fois par jour, ainsi qu'un spray d'apomométasone une fois par jour. Cela fait maintenant cinq jours que je prends des médicaments et ça ne va pas mieux.",得了感冒，现在左耳膜已经堵塞了三个星期，每天服用三次阿莫西林三水合物，每天喷一次阿扑米松，已经服药五天了，但没有任何好转,"ho un raffreddore e ora il timpano sinistro è bloccato da tre settimane, prendo amoxicillina triidrato tre volte al giorno e anche uno spray di apomometasone una volta al giorno, sono cinque giorni che prendo i farmaci e non va meglio",habe eine Erkältung bekommen und jetzt ist das linke Trommelfell seit drei Wochen verstopft. Ich nehme dreimal täglich Amoxicillin-Trihydrat und einmal täglich Apomometason-Spray. Ich nehme jetzt seit fünf Tagen Medikamente und es geht mir nicht besser.
727,El nombre es de una localidad brasileña residente en una localidad que tiene la leucodistrofia de Pelizaeusmerzbacher. Nos gustaría conocer más nuevos tratamientos y nuevas técnicas ya que sabemos muy poco sobre la enfermedad en Brasil.,nom est un résident brésilien résidant dans un endroit qui a la leucodystrophie de Pelizaeusmerzbacher nous aimerions en savoir plus sur les nouveaux traitements et les nouvelles techniques car nous savons très peu de choses sur la maladie au Brésil nom,name 是巴西的一位居民，该人患有 pelizaeusmerzbacher 脑白质营养不良症，我们希望了解更多新疗法、新技术，因为我们对巴西的这种疾病知之甚少 name,il nome è un residente brasiliano in una località che ha la leucodistrofia pelizaeusmerzbacher vorremmo saperne di più su nuovi trattamenti e nuove tecniche poiché sappiamo molto poco sulla malattia in Brasile nome,"Name ist ein brasilianischer Ort, der an einem Ort lebt, an dem die Pelizaeus-Merzbacher-Leukodystrophie auftritt. Wir möchten mehr über neue Behandlungen und neue Techniken erfahren, da wir in Brasilien nur sehr wenig über die Krankheit wissen. Name"
728,médicos que se especializan en insensibilidad a los andrógenos hola estoy buscando un médico que se especialice en insensibilidad a los andrógenos encontré su sitio en Internet tiene una página sobre el tema http://ncbinlmnihgovsitesgadisorderandrogen20insensitivity20syndrome pero no pude encontrar un enlace a ningún médico que se especialice en esto después de hacer clic en el enlace del directorio de médicos alguna sugerencia gracias de antemano nombre,médecins spécialisés dans l'insensibilité aux androgènes bonjour je recherche un médecin spécialisé dans l'insensibilité aux androgènes je suis tombé sur votre site sur internet il a une page sur le sujet httpwwwncbinlmnihgovsitesgadisorderandrogen20insensitivity20syndrome mais je n'ai pas pu trouver de lien vers des médecins spécialisés dans ce domaine après avoir cliqué sur le lien du répertoire des médecins des suggestions merci d'avance,专门研究雄激素不敏感的医生 你好，我正在寻找专门研究雄激素不敏感的医生，我在互联网上看到了您的网站，上面有一个关于这个主题的页面 httpwwwncbinlmnihgovsitesgadisorderandrogen20insensitivity20syndrome，但是我点击医生目录链接后，没有找到任何专门研究此问题的医生的链接，有什么建议吗，提前谢谢了,medici specializzati in insensibilità agli androgeni ciao sto cercando un medico specializzato in insensibilità agli androgeni mi sono imbattuto nel tuo sito su internet ha una pagina sull'argomento http://wwwncbinlmnihgovsitesgadisorderandrogen20insensitivity20syndrome ma non sono riuscito a trovare un link a nessun medico specializzato in questo dopo aver cliccato sul link dell'elenco dei medici qualche suggerimento grazie in anticipo nome,"Ärzte, die auf Androgenresistenz spezialisiert sind. Hallo, ich suche einen Arzt, der auf Androgenresistenz spezialisiert ist. Ich bin im Internet auf Ihre Website gestoßen. Sie enthält eine Seite zu diesem Thema: httpwwwncbinlmnihgovsitesgadisorderandrogen20insensitivity20syndrome. Ich konnte jedoch keinen Link zu Ärzten finden, die darauf spezialisiert sind, nachdem ich auf den Link zum Ärzteverzeichnis geklickt hatte. Irgendwelche Vorschläge? Vielen Dank im Voraus."
729,"Estoy buscando un médico para realizarme una ligadura de trompas. Soy una mujer de 30 años con 3 hijos, 2 niños y 1 niña. No quiero tener más hijos, siento que tengo más que suficiente y no quiero tener más. No quiero depender de otras formas de control de la natalidad. Tengo miedo de que se vuelvan poco confiables. Actualmente estoy en una relación en la que tanto él como yo no queremos tener más hijos.",je recherche un médecin pour effectuer une ligature des trompes je suis une femme de 30 ans avec 3 enfants 2 garçons et 1 fille je ne veux plus d'enfants j'ai l'impression d'en avoir plus que suffisamment et je n'en veux plus je ne veux pas dépendre d'autres formes de contraception j'ai trop peur qu'elles deviennent peu fiables je suis actuellement dans une relation où lui et moi ne voulons plus d'enfants,寻找一位医生来做输卵管结扎手术，我是一个 30 岁的女人，有 3 个孩子，2 个男孩和 1 个女孩，我不想再要孩子了，我觉得我已经有了足够的孩子，我不想再要了，我不想依赖其他形式的避孕措施，我担心它们会变得不可靠，我现在处于一段关系中，我和他都不想要更多的孩子,cerco un medico per eseguire la legatura delle tube sono una donna di 30 anni con 3 figli 2 maschi e 1 femmina non voglio più figli mi sento come se ne avessi più che abbastanza e non ne voglio più non voglio dipendere da altre forme di controllo delle nascite ho troppa paura che possano diventare inaffidabili attualmente sono in una relazione in cui sia lui che io non vogliamo più figli,"Ich suche einen Arzt, der eine Tubenligatur durchführt. Ich bin eine 30-jährige Frau mit 3 Kindern, 2 Jungen und 1 Mädchen. Ich möchte keine Kinder mehr. Ich habe das Gefühl, dass ich mehr als genug habe und keine weiteren will. Ich möchte nicht auf andere Formen der Empfängnisverhütung angewiesen sein. Ich habe zu große Angst, dass sie unzuverlässig werden könnten. Ich bin derzeit in einer Beziehung, in der weder er noch ich weitere Kinder wollen."
730,"Mi abuelo del lado de mi madre murió de cáncer de páncreas y mi madre también soy la única hija, pero también tengo 3 hermanos, es más probable que tenga de posibilidad de tener esta forma de cáncer de que mi madre tenía solo 57 años cuando nosotros la perdí ahora tengo 51 años y me preocupa si tengo más probabilidades de sufrir este cáncer que mis hermanos",mon grand-père maternel est décédé d'un cancer du pancréas et ma mère aussi. Je suis la seule fille mais j'ai aussi 3 frères. Est-il plus probable que j'aie cette forme de cancer que mes frères ? Ma mère n'avait que 57 ans quand nous l'avons perdue. J'ai maintenant 51 ans et je me demande si je suis plus susceptible de souffrir de ce cancer que mes frères.,我外公死于胰腺癌，我妈妈也是，我是家里唯一的女儿，但我还有 3 个兄弟，我患上这种癌症的几率比我的兄弟大吗？我妈妈去世时只有 57 岁，我现在 51 岁，我担心我是否比我的兄弟更容易患上这种癌症,"mio nonno da parte di mia madre è morto di cancro al pancreas e anche mia madre sono l'unica figlia ma ho anche 3 fratelli è più probabile che io abbia una possibilità di avere questa forma di cancro rispetto ai miei fratelli? Mia madre aveva solo 57 anni quando l'abbiamo persa, ora ne ho 51 e mi preoccupo se ho più probabilità di soffrire di questo cancro rispetto ai miei fratelli","mein Großvater mütterlicherseits starb an Bauchspeicheldrüsenkrebs und meine Mutter auch ich bin die einzige Tochter, habe aber auch 3 Brüder ist es wahrscheinlicher, dass ich diese Art von Krebs bekomme als meine Brüder meine Mutter war erst 57, als wir sie verloren ich bin jetzt 51 und mache mir Sorgen, ob ich wahrscheinlicher an diesem Krebs erkranke als meine Brüder"
731,¿Puede la hipermovilidad causar un trastorno del desarrollo de la coordinación? ¿Hay alguna literatura revisada por pares disponible que explore este tema?,l'hypermobilité peut-elle entraîner un trouble du développement de la coordination ? Existe-t-il des publications évaluées par des pairs disponibles explorant cette question ?,过度活动是否会导致发育性协调障碍？是否有同行评议的文献探讨过这个问题？,l'ipermobilità può causare un disturbo della coordinazione evolutiva? Esiste una letteratura peer-reviewed disponibile che esplora questo problema?,"Kann Hypermobilität eine Entwicklungsstörung der Koordination verursachen? Gibt es eine von Experten begutachtete Literatur, die sich mit diesem Thema befasst?"
732,"Quería detalles sobre la arritmia y la fibromialgia, ya que sufro ambas dolencias desde hace 10 años. Cuando encontré este correo sobre un excelente sitio médico con enlaces a todas las dolencias y explicaciones, pensé en buscar y leer un poco más y tal vez podría obtener una idea sobre mis problemas, pero me dijeron que esta página ya no está disponible. Por favor, ¿puedo obtener detalles sobre estos dos temas en particular?","je voulais des détails sur l'arythmie et la fibromalgie car je souffre de ces deux maladies depuis 10 ans. Lorsque je suis tombé sur ce courrier concernant un excellent site médical avec un lien vers toutes les maladies et des explications, j'ai pensé trouver et lire davantage et peut-être que je pourrais avoir un aperçu de mes problèmes, mais on me dit que cette page n'est plus disponible. Puis-je obtenir des détails sur ces deux sujets particuliers ?",我想了解心律失常和纤维肌痛的详细信息，因为过去 10 年来我一直患有这两种疾病，当我看到这封关于优秀医疗网站的邮件时，里面有所有疾病和解释的链接，我想找到并阅读更多内容，也许我可以深入了解我的问题，但我被告知这个页面不再可用，请问我可以了解这两个特定主题的详细信息吗,Volevo dettagli su aritemia e fibromialgia poiché soffro di entrambi i disturbi da 10 anni quando mi sono imbattuto in questa e-mail su un eccellente sito medico con link a tutti i disturbi e spiegazioni ho pensato di cercare e leggere di più e forse avrei potuto ottenere informazioni sui miei problemi ma mi è stato detto che questa pagina non è più disponibile per favore posso avere dettagli su questi due argomenti in particolare,"Ich wollte Einzelheiten zu Arrhythmie und Fibromyalgie, da ich seit 10 Jahren an beiden Leiden leide. Als ich auf diese E-Mail über eine ausgezeichnete medizinische Website mit Links zu allen Leiden und Erklärungen stieß, dachte ich, ich könnte mehr herausfinden und lesen und vielleicht einen Einblick in meine Probleme bekommen, aber mir wurde gesagt, dass diese Seite nicht mehr verfügbar ist. Kann ich bitte Einzelheiten zu diesen beiden speziellen Themen erhalten?"
733,"Tuve un hijo que nació con una parte muy pequeña del cromosoma 6 faltante, lo que provocó varias cirugías y luego la muerte, pero no encuentro ninguna información ni siquiera similar a la suya. ¿Hay algún otro lugar donde pueda buscar información sobre qué podría causar que falte esta parte?","j'ai eu un fils né avec une très petite partie du chromosome 6 manquante, ce qui a provoqué plusieurs opérations chirurgicales puis la mort, mais je ne trouve aucune information, même similaire à la sienne. Existe-t-il un autre endroit où je peux chercher des informations sur ce qui pourrait entraîner la disparition de cette partie ?",我有一个儿子出生时缺失了 6 号染色体的一小部分，导致他做了几次手术，最后去世了，但我找不到任何与他类似的信息，我还能在哪里找到关于是什么原因导致这部分缺失的信息吗,"ho avuto un figlio nato con una piccolissima parte del cromosoma 6 mancante che ha causato diversi interventi chirurgici e poi la morte, ma non ho trovato alcuna informazione nemmeno simile alla sua. C'è qualche altro posto dove posso cercare informazioni su cosa potrebbe causare la mancanza di questo pezzo?","Ich habe einen Sohn, der mit einem sehr kleinen Teil des Chromosoms 6 geboren wurde, der fehlte. Dies führte zu mehreren Operationen und dann zum Tod, aber ich finde keine Informationen, die auch nur ähnlich zu seinen sind. Gibt es irgendwo anders Informationen, die nach Informationen suchen können, die das Fehlen dieses Teils verursachen könnten?"
734,"¿Hay alguna información sobre la mayor sensibilidad a los olores? Tengo dificultad para oler fragancias y productos químicos, especialmente productos de limpieza. A veces tengo olores distorsionados u olores que no existen. Comenzó hace más de 6 años con un olor extraño en mi nariz durante días.","existe-t-il des informations sur la sensibilité accrue aux odeurs ? J'ai du mal à sentir les parfums et les produits chimiques, en particulier les produits chimiques de nettoyage. J'ai parfois des odeurs déformées ou des odeurs qui n'existent pas. Cela a commencé il y a plus de 6 ans avec une odeur bizarre dans mon nez pendant des jours.",有没有关于对气味高度敏感的信息？我很难闻到香水和化学品的味道，尤其是清洁化学品的味道。我有时会闻到扭曲的气味或不存在的气味。6 年前开始，我的鼻子里有几天有奇怪的气味,"ci sono informazioni sulla maggiore sensibilità agli odori? Ho difficoltà a sentire profumi e sostanze chimiche, in particolare prodotti chimici per la pulizia. A volte ho odori distorti o odori inesistenti. È iniziato più di 6 anni fa con uno strano odore nel naso per giorni.","Gibt es Informationen zu erhöhter Geruchsempfindlichkeit? Ich habe Schwierigkeiten, Düfte und Chemikalien zu riechen, insbesondere Reinigungschemikalien. Manchmal nehme ich verzerrte Gerüche wahr oder Gerüche, die nicht da sind. Es begann vor über 6 Jahren mit einem seltsamen Geruch in meiner Nase, der mehrere Tage lang anhielt."
735,nevo mucinosis estoy buscando cualquier tratamiento de investigación y/o resultado para una enfermedad dermatológica llamada nevo mucinosis también quiero conocer médicos o científicos que tengan experiencia con este trastorno,naevus mucinose Je recherche des recherches sur le traitement et/ou les résultats d'une maladie dermatologique appelée naevus mucinose. Je souhaite également connaître des médecins ou des scientifiques ayant de l'expérience avec ce trouble.,粘蛋白痣病 我正在寻找一种名为粘蛋白痣病的皮肤病的研究治疗方法和/或结果，我还想知道是否有任何医生或科学家对这种疾病有经验,nevo mucinosi sto cercando qualsiasi trattamento di ricerca e/o risultato per una malattia dermatologica chiamata nevo mucinosi vorrei anche conoscere qualche medico o scienziato che abbia esperienza con questo disturbo,"Naevus mucinosis Ich bin auf der Suche nach einer Forschungsbehandlung und/oder einem Ergebnis für eine dermatologische Erkrankung namens Naevus mucinosis. Ich möchte auch alle Ärzte oder Wissenschaftler kennen, die Erfahrung mit dieser Erkrankung haben"
736,"Tengo 22 semanas de embarazo y acabo de enterarme de que mi hijo tiene transposición de las grandes arterias. Tendrá que someterse a una cirugía unos días después del nacimiento. Cuando leí su sección sobre esto, menciona que puede tener otros defectos de nacimiento. ¿Cuáles serían? También me preguntaba qué tan grave es esta de las cirugías enumeradas en comparación con las otras. Gracias por su tiempo y espero ansiosamente su respuesta. Sinceramente, nombre.","je suis enceinte de 22 semaines et je viens d'apprendre que mon fils a une transposition des grandes artères. Il devra subir une intervention chirurgicale quelques jours après la naissance. En lisant votre section à ce sujet, il est mentionné qu'il peut avoir d'autres malformations congénitales. Quelles seraient-elles ? Je me demandais également, parmi les chirurgies répertoriées, à quel point celle-ci est-elle grave par rapport aux autres. Merci pour votre temps et j'attends avec impatience votre réponse. Sincèrement, nom",我怀孕 22 周了，刚刚发现我的儿子有大动脉转位，出生几天后必须接受手术。阅读您关于这方面的部分时，它提到可能还有其他先天缺陷，这些缺陷是什么？我还想知道，在列出的手术中，这个手术与其他手术相比有多严重，感谢您的时间，我焦急地等待您的回复。真诚的名字,"sono incinta di 22 settimane e ho appena scoperto che mio figlio ha una trasposizione delle grandi arterie e dovrà essere operato pochi giorni dopo la nascita. Quando ho letto la tua sezione su questo argomento, ho menzionato che potrebbe avere altri difetti alla nascita. Quali sarebbero? Inoltre, mi chiedevo tra gli interventi elencati, quanto è grave questo in confronto agli altri. Grazie per il tuo tempo e aspetto con ansia la tua risposta. Cordiali saluti. Nome","ich bin in der 22. Schwangerschaftswoche und habe gerade erfahren, dass mein Sohn eine Transposition der großen Arterien hat und ein paar Tage nach der Geburt operiert werden muss. Beim Lesen Ihres Abschnitts dazu wird erwähnt, dass er möglicherweise andere Geburtsfehler hat. Welche das sein könnten, und ich habe mich auch gefragt, wie schwerwiegend diese der aufgeführten Operationen im Vergleich zu den anderen ist. Danke für Ihre Zeit und ich warte gespannt auf Ihre Antwort. Mit freundlichen Grüßen Name"
737,Síndrome de Beckwithwieddeman Me gustaría solicitar más información sobre este trastorno específico.,syndrome de beckwithwieddeman j'aimerais demander des informations supplémentaires sur ce trouble spécifique,贝克威斯威德曼综合征 我想要进一步了解这种特定疾病,sindrome di beckwithwieddeman vorrei richiedere ulteriori informazioni su questo specifico disturbo,Beckwithwieddeman-Syndrom Ich möchte weitere Informationen zu dieser spezifischen Störung anfordern
738,"Somos 4 generaciones de una familia con rasgos similares en los machos en cada una de esas generaciones, mi padre es de 92 sano y saludable como siempre, pero siempre sufrió discapacidades funcionales y el más joven es 2 12 con retrasos de desarrollo muy significativos, mi hijo, su padre. fue diagnosticado con ADD y trastorno de procesamiento auditivo central en Yale, pero ahora estoy seguro de que tiene frágil X facial Características de baja incapacidad de matemáticas de IQ, etc. En mi generación hay un macho mi medio hermano que también ha agregado hiperactividad y déficit intelectuales. Sé que Fragile X Does no pasar por el padre a S",nous sommes 4 générations d'une famille avec des traits similaires chez les hommes de chacune de ces générations mon père a 92 ans toujours en bonne santé vif comme toujours mais a toujours souffert de handicaps fonctionnels et le plus jeune a 2 12 ans avec des retards de développement très importants mon fils son père âgé de 30 ans a été diagnostiqué avec un TDAH et un trouble du traitement auditif central à Yale mais je suis maintenant sûr qu'il a des traits faciaux fragiles du x un faible QI incapacité en mathématiques etc dans ma génération il y a un homme mon demi-frère qui a aussi un TDAH sans hyperactivité et déficits intellectuels je sais que le x fragile ne se transmet pas du père au père,我们家族有四代人，每一代的男性都有相似的特征，我的父亲今年 92 岁，仍然健康敏锐，但一直患有功能障碍，最小的孩子 2 岁 12 岁，发育迟缓非常严重，我的儿子，他的父亲 30 岁，在耶鲁大学被诊断出患有注意力缺陷多动障碍和中枢听觉处理障碍，但现在我确信他有脆弱的 x 面部特征，智商低，数学能力差等，在我这一代，我的同父异母兄弟中有一个男性也患有注意力缺陷多动障碍和智力缺陷，我知道脆弱的 x 不会通过父亲遗传给儿子,"siamo 4 generazioni di una famiglia con tratti simili nei maschi in ciascuna di queste generazioni mio padre ha 92 anni, è ancora sano e sveglio come sempre ma ha sempre sofferto di disabilità funzionali e il più giovane ha 2 anni e 12 anni con ritardi dello sviluppo molto significativi a mio figlio, suo padre di 30 anni, è stato diagnosticato con deficit di attenzione e deficit dell'elaborazione uditiva centrale a Yale, ma ora sono sicuro che ha tratti facciali della sindrome della X fragile, basso QI, incapacità di calcolo ecc. nella mia generazione c'è un maschio, mio ​​fratellastro, che ha anche lui deficit di attenzione, iperattività e deficit intellettivi, so che la sindrome della X fragile non viene trasmessa dal padre alla madre.","wir sind 4 Generationen einer Familie mit ähnlichen Merkmalen bei den Männern in jeder dieser Generationen. Mein Vater ist 92, immer noch gesund und fit wie eh und je, litt aber immer unter Funktionsbehinderungen und der Jüngste ist 2 12 und hat sehr erhebliche Entwicklungsverzögerungen. Bei meinem Sohn, seinem 30-jährigen Vater, wurden in Yale ADHS und eine zentrale Hörverarbeitungsstörung diagnostiziert, aber ich bin mir jetzt sicher, dass er Fragile-X-Gesichtszüge hat, einen niedrigen IQ, Mathe-Unfähigkeit usw. In meiner Generation gibt es einen Mann, meinen Halbbruder, der auch ADHS, Hyperaktivität und geistige Defizite hat. Ich weiß, dass Fragile-X nicht vom Vater auf den Sohn übertragen wird."
739,"Hola, espero que me puedan ayudar con mi consulta, pero si no, tal vez puedan orientarme. Actualmente sufro de adherencias abdominales inferiores que fueron diagnosticadas y separadas en enero de 2013, pero que desde entonces han regresado. Para combatir el dolor, he comenzado una solicitud para que me inserten un dispositivo de neuroestimulación en la parte baja de la espalda. Sin embargo, la razón principal por la que me comunico con ustedes es para obtener una segunda opinión sobre si tendré o no dificultades o si puedo quedar embarazada. ¿Sería aconsejable evitar el embarazo? Por favor, sepan que siempre hemos hablado de adopción, por lo que no es el fin del mundo si",j'espère que vous pourrez m'aider avec ma requête mais sinon peut-être que vous pourrez m'orienter dans la bonne direction je souffre actuellement d'adhérences abdominales inférieures qui ont été diagnostiquées et séparées en janvier 2013 mais qui sont depuis revenues pour combattre la douleur j'ai commencé une demande pour obtenir un appareil de neurostimulation inséré dans le bas du dos cependant la principale raison pour laquelle je vous contacte est pour un deuxième avis pour savoir si j'aurai ou non des difficultés ou si je peux tomber enceinte serait-il conseillé d'éviter une grossesse sachez que nous avons toujours parlé d'adoption donc ce n'est pas la fin du monde si,嗨，希望你能帮我解答疑问，如果不行的话，也许你能给我指明正确的方向，我目前患有下腹部粘连，2013年1月确诊并分离，但后来又复发了。为了对抗疼痛，我已经开始申请在下背部植入神经刺激装置，但我联系你的主要原因是想听听你的第二意见，看看我是否会有困难，或者我是否可以怀孕，我是否应该避免怀孕，请知道我们一直在谈论收养，所以这不是世界末日，如果,"Ciao, spero che tu possa aiutarmi con la mia domanda, ma se non è così, forse puoi indicarmi la giusta direzione. Attualmente soffro di aderenze addominali inferiori che sono state diagnosticate e separate nel gennaio 2013, ma da allora sono tornate. Per combattere il dolore ho iniziato una domanda per ottenere un dispositivo di neurostimolazione inserito nella parte bassa della schiena. Tuttavia, il motivo principale per cui ti sto contattando è per un secondo parere sul fatto che avrò o meno difficoltà o se posso rimanere incinta. Sarebbe consigliabile evitare la gravidanza? Per favore, sappi che abbiamo sempre parlato di adozione, quindi non è la fine del mondo se","Hallo, ich hoffe, Sie können mir bei meiner Frage helfen, aber wenn nicht, können Sie mich vielleicht in die richtige Richtung weisen. Ich leide derzeit an Verwachsungen im unteren Bauchbereich, die im Januar 2013 diagnostiziert und gelöst wurden, aber seitdem wieder aufgetreten sind. Um die Schmerzen zu bekämpfen, habe ich einen Antrag auf die Einsetzung eines Neurostimulationsgeräts in meinen unteren Rücken gestellt. Der Hauptgrund, warum ich Sie kontaktiere, ist jedoch, dass ich eine zweite Meinung dazu einholen möchte, ob ich Schwierigkeiten haben werde oder ob ich schwanger werden kann. Wäre es ratsam, eine Schwangerschaft zu vermeiden? Bitte beachten Sie, dass wir immer über Adoption gesprochen haben. Es ist also nicht das Ende der Welt, wenn"
740,"Si una persona ha estado usando la morfina durante los años 10 para el alivio del dolor y está exhibiendo la incapacidad flulike para pensar o comunicarse como un amigo amoroso, ¿podría adivinar por cuánto tiempo experimentan puede pasar la última semana 1 año?","Si une personne utilise de la morphine depuis des années 10 pour soulager la douleur et présente une incapacité semblable à celle de la grippe à penser ou à communiquer comme un ami aimant, pourriez-vous estimer pour moi combien de temps l'enfer qu'elle traverse peut durer 1 semaine 1 an",如果一个人使用吗啡长达 10 年之久来缓解疼痛，并且表现出类似流感的无法思考或交流，作为一个亲密的朋友，你能猜一下他们所经历的痛苦会持续多久吗？1 周 1 年,"se una persona ha usato la morfina per anni 10 per alleviare il dolore e mostra un'incapacità simile all'influenza di pensare o comunicare come un amico amorevole, potresti stimare per me quanto tempo l'inferno che sta vivendo potrebbe durare 1 settimana 1 anno","Wenn eine Person seit Jahren Morphium zur Schmerzlinderung einnimmt und eine grippeähnliche Unfähigkeit zum Denken oder Kommunizieren zeigt, können Sie mir vielleicht sagen, wie lange diese Symptome anhalten werden? 1 Woche 1 Jahr"
741,Pregunta de clinicaltrialsgov. Me gustaría ver un estudio específico sobre el síndrome del cromosoma 5p. ¿Cuál es el origen del tratamiento?,Question de ClinicalTrialsgov sur une étude spécifique. J'aimerais voir une étude sur le syndrome du chromosome 5p. Quelle est l'origine du traitement ?,clinicaltrialsgov 问题 具体研究 我想看看 5p 染色体综合征的研究 起源治疗是什么,clinicaltrialsgov domanda studio specifico vorrei vedere studio sulla sindrome del cromosoma 5p qual è il trattamento origen,clinicaltrialsgov Frage spezifische Studie Ich würde gerne sehen Studie von 5p Chromosomensyndrom Was ist die Origen-Behandlung
742,coenzima q10100mg ¿cuáles son los componentes de este medicamento? ¿es utilizable para musulmanes?,coenzyme q10100mg quels sont les composants de ce médicament est-il utilisable pour les musulmans<PAD><PAD>,辅酶 q10100mg 这种药物的成分是什么 穆斯林可以使用吗<PAD><PAD>,coenzima q10100mg quali sono i componenti di questo medicinale è utilizzabile per i musulmani<PAD><PAD>,Coenzym Q10100 mg. Was sind die Bestandteile dieses Medikaments? Ist es für Muslime geeignet?<PAD><PAD>
743,"Soy un hombre de 60 años que tiene NF e insuficiencia cardíaca congestiva. ¿Existe la posibilidad de que una esté compensando a la otra porque tengo problemas inexplicables? Sé que es mucho pedir, pero cualquier información sería útil, gracias.","je suis un homme de 60 ans, j'ai une NF et une insuffisance cardiaque congestive. Est-il possible que l'une compense l'autre parce que j'ai des problèmes inexpliqués ? Je sais que c'est beaucoup demander, mais toute information serait utile, merci.",我是一名 60 岁的男性，患有神经纤维化和充血性心力衰竭，有没有可能其中一种疾病会抵消另一种疾病，因为我有无法解释的问题，我知道这个问题问得很多，但任何信息都会有帮助，谢谢,"sono un uomo di 60 anni e ho NF e insufficienza cardiaca congestizia. C'è la possibilità che una stia compensando l'altra perché ho problemi inspiegabili? So che è molto da chiedere, ma qualsiasi informazione sarebbe utile. Grazie.","ich bin ein 60-jähriger Mann und habe NF und kongestive Herzinsuffizienz. Besteht die Möglichkeit, dass das eine das andere ausgleicht, weil ich unerklärliche Probleme habe? Ich weiß, das ist viel verlangt, aber jede Information wäre hilfreich. Danke."
